グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
IS250 version S (17),52〜157万円,405.0,2499cc,5,FR,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30733/Generation=40640/UCGrade=17686/,"IS 2005年モデル
                                        (186)",IS,2005年モデル,IS250 version S,レクサス
IS350 version S (9),45〜199万円,495.0,3456cc,5,FR,6AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30733/Generation=40640/UCGrade=17691/,"IS 2005年モデル
                                        (186)",IS,2005年モデル,IS350 version S,レクサス
IS250C (9),111〜225万円,511.0,2499cc,4,FR,6AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=31869/Generation=41641/UCGrade=17702/,"ISC 2009年モデル
                                        (80)",ISC,2009年モデル,IS250C,レクサス
IS250C version L (49),79〜260万円,552.0,2499cc,4,FR,6AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=31869/Generation=41641/UCGrade=17703/,"ISC 2009年モデル
                                        (80)",ISC,2009年モデル,IS250C version L,レクサス
IS250C F SPORT (3),219〜298万円,578.0,2499cc,4,FR,6AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=31869/Generation=41641/UCGrade=25861/,"ISC 2009年モデル
                                        (80)",ISC,2009年モデル,IS250C F SPORT,レクサス
IS350C (16),190〜318万円,639.0,3456cc,4,FR,6AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=31869/Generation=41641/UCGrade=17712/,"ISC 2009年モデル
                                        (80)",ISC,2009年モデル,IS350C,レクサス
IS350C F SPORT (3),179〜300万円,665.0,3456cc,4,FR,6AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=31869/Generation=41641/UCGrade=25858/,"ISC 2009年モデル
                                        (80)",ISC,2009年モデル,IS350C F SPORT,レクサス
ベースグレード (32),209〜775万円,833.0,4968cc,4,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30734/Generation=40951/UCGrade=21255/,"ISF 2007年モデル
                                        (37)",ISF,2007年モデル,ベースグレード,レクサス
LC500 (18),629〜1608万円,1410.0,4968cc,4,FR,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=36785/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500,レクサス
LC500 L Package (16),785〜1325万円,1410.0,4968cc,4,FR,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=36784/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500 L Package,レクサス
LC500 HIDEKI MATSUYAMA EDITION (1),1070万円,1437.0,4968cc,4,FR,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=55763/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500 HIDEKI MATSUYAMA EDITION,レクサス
LC500 Structural Blue (2),1088万円,1475.0,4968cc,4,FR,10AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=45348/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500 Structural Blue,レクサス
LC500 S Package (65),719〜1498万円,1493.0,4968cc,4,FR,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=36783/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500 S Package,レクサス
LC500 AVIATION (4),1299〜1368万円,1500.0,4968cc,4,RWD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=53151/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500 AVIATION,レクサス
LC500 EDGE (1),1950万円,1760.0,4968cc,4,FR,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=62819/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500 EDGE,レクサス
LC500h PATINA Elegance (1),798.8万円,1450.0,3456cc,4,FR,CVT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=49799/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500h PATINA Elegance,レクサス
LC500h (5),573〜898万円,1455.0,3456cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=36788/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500h,レクサス
LC500h L Package (36),549〜1306万円,1455.0,3456cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=36787/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500h L Package,レクサス
LC500h Structural Blue (1),1078万円,1525.0,3456cc,4,FR,CVT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=45347/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500h Structural Blue,レクサス
LC500h S Package (30),655〜1424万円,1538.0,3456cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33278/Generation=42087/UCGrade=36786/,"LC 2017年モデル
                                        (182)",LC,2017年モデル,LC500h S Package,レクサス
LC500 Convertible (85),899～1810万円,1555.0,4968cc,4,FR,10AT,－,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33407/Generation=42365/UCGrade=52217/,"LCコンバーチブル 2020年モデル
                                        (91)",LCコンバーチブル,2020年モデル,LC500 Convertible,レクサス
LC500 Convertible Structural Blue (6),1394～1628万円,1650.0,4968cc,4,FR,10AT,－,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33407/Generation=42365/UCGrade=52218/,"LCコンバーチブル 2020年モデル
                                        (91)",LCコンバーチブル,2020年モデル,LC500 Convertible Structural Blue,レクサス
LS500 (2),399〜414万円,999.0,3444cc,5,FR,10AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43620/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500,レクサス
LS500 I Package (52),290〜882万円,1111.0,3444cc,5,RWD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43625/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 I Package,レクサス
LS500 I Package AWD (9),352〜679万円,1159.0,3444cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43626/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 I Package AWD,レクサス
LS500 F SPORT (65),399〜985万円,1233.0,3444cc,5,RWD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43617/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 F SPORT,レクサス
LS500 F SPORT AWD (10),419〜1389万円,1281.0,3444cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43624/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 F SPORT AWD,レクサス
LS500 Version L (14),314〜980万円,1411.0,3444cc,5,RWD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43619/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 Version L,レクサス
LS500 Version L AWD (4),399〜635万円,1459.0,3444cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43618/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 Version L AWD,レクサス
LS500 EXECUTIVE (14),384〜1380万円,1579.0,3444cc,5,RWD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43622/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 EXECUTIVE,レクサス
LS500 EXECUTIVE AWD (16),408〜1188万円,1627.0,3444cc,5,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43623/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500 EXECUTIVE AWD,レクサス
LS500h (1),468.9万円,1142.0,3456cc,5,FR,CVT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43636/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h,レクサス
LS500h I Package (63),333〜904万円,1257.0,3456cc,5,RWD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43634/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h I Package,レクサス
LS500h I Package AWD (16),315〜681万円,1305.0,3456cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43635/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h I Package AWD,レクサス
LS500h F SPORT (59),339〜977万円,1379.0,3456cc,5,RWD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43633/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h F SPORT,レクサス
LS500h F SPORT AWD (35),379〜1018万円,1427.0,3456cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43627/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h F SPORT AWD,レクサス
LS500h Version L (33),322〜1045万円,1557.0,3456cc,5,RWD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43632/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h Version L,レクサス
LS500h Version L AWD (34),347〜1176万円,1605.0,3456cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43628/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h Version L AWD,レクサス
LS500h Version L Advanced Drive (13),609〜1299万円,1637.0,3456cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=55218/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h Version L Advanced Drive,レクサス
LS500h HIDEKI MATSUYAMA EDITION (1),応談,1653.0,3456cc,5,FR,CVT,15km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=55768/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h HIDEKI MATSUYAMA EDITION,レクサス
LS500h EXECUTIVE (33),348〜1484万円,1725.0,3456cc,5,RWD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43630/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h EXECUTIVE,レクサス
LS500h EXECUTIVE AWD (76),344〜1188万円,1773.0,3456cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=43631/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h EXECUTIVE AWD,レクサス
LS500h EXECUTIVE Advanced Drive (9),638〜1545万円,1799.0,3456cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=42149/UCGrade=55217/,"LS 2017年モデル
                                        (567)",LS,2017年モデル,LS500h EXECUTIVE Advanced Drive,レクサス
LS460 I package (10),40〜135万円,825.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17716/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 I package,レクサス
LS460 version S (19),53〜160万円,845.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17717/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version S,レクサス
LS460 (35),60〜280万円,854.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17715/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460,レクサス
LS460 version S・I package (37),68〜200万円,880.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17718/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version S・I package,レクサス
LS460 version C (32),89〜230万円,896.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17722/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version C,レクサス
LS460 AWD (1),62.0万円,906.0,4608cc,5,4WD,8AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17721/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 AWD,レクサス
LS460 version SZ (4),69〜180万円,910.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17731/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version SZ,レクサス
LS460 version C・I package (130),64〜455万円,921.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17724/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version C・I package,レクサス
LS460 version SZ・I package (14),55〜175万円,945.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17732/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version SZ・I package,レクサス
LS460 version C AWD (1),105.4万円,947.0,4608cc,5,4WD,8AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17723/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version C AWD,レクサス
LS460 version U (2),86〜110万円,971.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17719/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version U,レクサス
LS460 version C・I package AWD (7),138〜255万円,973.0,4608cc,5,4WD,8AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17725/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version C・I package AWD,レクサス
LS460 F SPORT (59),108〜335万円,1015.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26203/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 F SPORT,レクサス
LS460 version U・I package (16),69〜130万円,1016.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17720/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version U・I package,レクサス
LS460 F SPORT X Line (5),189〜346万円,1043.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=30153/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 F SPORT X Line,レクサス
LS460 version L (22),99〜275万円,1060.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26204/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version L,レクサス
LS460 version U・I package AWD (1),88.0万円,1062.0,4608cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17727/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460 version U・I package AWD,レクサス
LS460L (5),175〜358万円,1163.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17728/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L,レクサス
LS460L version UZ (4人乗り) (1),120.0万円,1201.0,4608cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17733/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L version UZ (4人乗り),レクサス
LS460L version UZ (5人乗り) (3),110〜119万円,1201.0,4608cc,5,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17735/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L version UZ (5人乗り),レクサス
LS460L AWD (1),299.5万円,1214.0,4608cc,5,4WD,8AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17729/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L AWD,レクサス
LS460L EXECUTIVE package (4人乗り) (4),157〜399万円,1297.0,4608cc,4,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26208/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L EXECUTIVE package (4人乗り),レクサス
LS460L EXECUTIVE package (5人乗り) (6),217〜360万円,1297.0,4608cc,5,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26210/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L EXECUTIVE package (5人乗り),レクサス
LS460L EXECUTIVE package AWD (4人乗り) (1),287.3万円,1348.0,4608cc,4,4WD,8AT,7km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26209/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS460L EXECUTIVE package AWD (4人乗り),レクサス
LS600h I package (45),56〜198万円,1065.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17744/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h I package,レクサス
LS600h (18),62〜215万円,1081.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17743/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h,レクサス
LS600h version S (7),67〜140万円,1110.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17745/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h version S,レクサス
LS600h version S・I package (29),49〜155万円,1115.0,4968cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17746/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h version S・I package,レクサス
LS600h version C (8),155〜291万円,1122.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26213/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h version C,レクサス
LS600h version C・I package (61),119〜387万円,1148.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26214/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h version C・I package,レクサス
LS600h F SPORT (32),110〜341万円,1272.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26215/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h F SPORT,レクサス
LS600h version U・I package (20),59〜169万円,1280.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17748/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h version U・I package,レクサス
LS600h version L (50),98〜345万円,1286.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26216/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h version L,レクサス
LS600h F SPORT X Line (3),270〜279万円,1300.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=30162/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600h F SPORT X Line,レクサス
LS600hL (29),75〜298万円,1410.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17749/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600hL,レクサス
LS600hL 後席セパレートシートpackage (10),89〜199万円,1510.0,4968cc,4,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17750/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600hL 後席セパレートシートpackage,レクサス
LS600hL version UZ (6),96〜145万円,1550.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=17759/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600hL version UZ,レクサス
LS600hL EXECUTIVE package (4人乗り) (22),128〜479万円,1595.0,4968cc,4,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26218/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600hL EXECUTIVE package (4人乗り),レクサス
LS600hL EXECUTIVE package (5人乗り) (23),179〜548万円,1595.0,4968cc,5,4WD,CVT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30735/Generation=40641/UCGrade=26219/,"LS 2006年モデル
                                        (814)",LS,2006年モデル,LS600hL EXECUTIVE package (5人乗り),レクサス
LX600 OFFROAD (18),1259〜1896万円,1290.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30737/Generation=42476/UCGrade=58137/,"LX 2022年モデル
                                        (138)",LX,2022年モデル,LX600 OFFROAD,レクサス
LX600 (78),1258〜2166万円,1450.0,3444cc,7,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30737/Generation=42476/UCGrade=58135/,"LX 2022年モデル
                                        (138)",LX,2022年モデル,LX600,レクサス
LX600 EXECUTIVE (41),1400〜2200万円,2000.0,3444cc,4,4WD,10AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30737/Generation=42476/UCGrade=58136/,"LX 2022年モデル
                                        (138)",LX,2022年モデル,LX600 EXECUTIVE,レクサス
LX570 (86),609〜1280万円,1135.0,5662cc,8,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30737/Generation=41912/UCGrade=33149/,"LX 2015年モデル
                                        (116)",LX,2015年モデル,LX570,レクサス
LX570 Black Sequence (28),788〜1328万円,1191.0,5662cc,8,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=30737/Generation=41912/UCGrade=46470/,"LX 2015年モデル
                                        (116)",LX,2015年モデル,LX570 Black Sequence,レクサス
NX250 (16),472〜579万円,485.0,2487cc,5,FWD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56871/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX250,レクサス
NX250 4WD (1),499.8万円,512.0,2487cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56872/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX250 4WD,レクサス
NX250 Version L (82),477〜596万円,568.0,2487cc,5,FWD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56873/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX250 Version L,レクサス
NX250 Version L 4WD (15),502〜558万円,595.0,2487cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56874/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX250 Version L 4WD,レクサス
NX350 F SPORT (56),526〜770万円,630.0,2393cc,5,4WD,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56875/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350 F SPORT,レクサス
NX350h (6),474〜765万円,550.0,2487cc,5,FF,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56876/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350h,レクサス
NX350h 4WD (4),498〜599万円,577.0,2487cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56877/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350h 4WD,レクサス
NX350h Version L (98),480〜663万円,637.0,2487cc,5,FF,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56880/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350h Version L,レクサス
NX350h F SPORT (261),462〜862万円,640.0,2487cc,5,FF,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56878/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350h F SPORT,レクサス
NX350h Version L 4WD (38),461〜675万円,664.0,2487cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56881/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350h Version L 4WD,レクサス
NX350h F SPORT 4WD (92),495〜750万円,667.0,2487cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56879/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX350h F SPORT 4WD,レクサス
NX450h+ Version L (18),521〜761万円,749.0,2487cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56883/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX450h+ Version L,レクサス
NX450h+ F SPORT (30),507〜697万円,758.0,2487cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=56882/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX450h+ F SPORT,レクサス
NX450h+ OVERTRAIL (1),710.2万円,772.0,2487cc,5,4WD,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=42460/UCGrade=64631/,"NX 2021年モデル
                                        (732)",NX,2021年モデル,NX450h+ OVERTRAIL,レクサス
NX200t (18),168〜259万円,428.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29697/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t,レクサス
NX200t I package (99),154〜347万円,442.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29696/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t I package,レクサス
NX200t Urban Style (9),249〜305万円,452.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=36085/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t Urban Style,レクサス
