グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
CLA 180 シューティングブレーク (7),258〜364万円,520.0,1331cc,5,FF,7DCT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=42287/UCGrade=51012/,"CLAクラスシューティングブレーク 2019年モデル
                                        (126)",CLAクラスシューティングブレーク,2019年モデル,CLA 180 シューティングブレーク,メルセデス・ベンツ
CLA 200 d シューティングブレーク (85),230〜616万円,616.0,1949cc,5,FWD,8DCT,20km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=42287/UCGrade=49534/,"CLAクラスシューティングブレーク 2019年モデル
                                        (126)",CLAクラスシューティングブレーク,2019年モデル,CLA 200 d シューティングブレーク,メルセデス・ベンツ
CLA 250 4MATIC シューティングブレーク (12),219〜554万円,617.0,1991cc,5,4WD,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=42287/UCGrade=49535/,"CLAクラスシューティングブレーク 2019年モデル
                                        (126)",CLAクラスシューティングブレーク,2019年モデル,CLA 250 4MATIC シューティングブレーク,メルセデス・ベンツ
CLA180 Shooting Brake (21),96〜220万円,395.0,1595cc,5,FF,7DCT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=41900/UCGrade=33102/,"CLAクラスシューティングブレーク 2015年モデル
                                        (167)",CLAクラスシューティングブレーク,2015年モデル,CLA180 Shooting Brake,メルセデス・ベンツ
CLA180 Shooting Brake AMG Style (49),142〜261万円,428.0,1595cc,5,FF,7DCT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=41900/UCGrade=42506/,"CLAクラスシューティングブレーク 2015年モデル
                                        (167)",CLAクラスシューティングブレーク,2015年モデル,CLA180 Shooting Brake AMG Style,メルセデス・ベンツ
CLA180 Shooting Brake Sports (46),77〜256万円,451.0,1595cc,5,FF,7DCT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=41900/UCGrade=33103/,"CLAクラスシューティングブレーク 2015年モデル
                                        (167)",CLAクラスシューティングブレーク,2015年モデル,CLA180 Shooting Brake Sports,メルセデス・ベンツ
CLA220 4MATIC Shooting Brake (10),130〜198万円,511.0,1991cc,5,4WD,−,12km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=41900/UCGrade=42507/,"CLAクラスシューティングブレーク 2015年モデル
                                        (167)",CLAクラスシューティングブレーク,2015年モデル,CLA220 4MATIC Shooting Brake,メルセデス・ベンツ
CLA250 Shooting Brake OrangeArt Edition (6),109〜175万円,567.0,1991cc,5,FF,−,14km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=41900/UCGrade=33106/,"CLAクラスシューティングブレーク 2015年モデル
                                        (167)",CLAクラスシューティングブレーク,2015年モデル,CLA250 Shooting Brake OrangeArt Edition,メルセデス・ベンツ
CLA250 SPORT 4MATIC Shooting Brake (13),89〜247万円,573.0,1991cc,5,4WD,−,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33169/Generation=41900/UCGrade=33105/,"CLAクラスシューティングブレーク 2015年モデル
                                        (167)",CLAクラスシューティングブレーク,2015年モデル,CLA250 SPORT 4MATIC Shooting Brake,メルセデス・ベンツ
G400 d (208),1198〜2690万円,1289.0,2924cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=55590/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G400 d,メルセデス・ベンツ
G400 d (左ハンドル) (11),1699〜2104万円,1289.0,2924cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=55591/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G400 d (左ハンドル),メルセデス・ベンツ
G350 d (92),1030〜1684万円,1294.0,2924cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=48670/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G350 d,メルセデス・ベンツ
G350 d manufaktur Edition (22),1264〜1630万円,1549.0,2924cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=52351/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G350 d manufaktur Edition,メルセデス・ベンツ
G550 (13),1325〜1949万円,1705.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=45880/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G550,メルセデス・ベンツ
G 580 with EQ Technology Edition 1 (8),1885〜2355万円,2635.0,−,5,4WD,2AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=66247/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G 580 with EQ Technology Edition 1,メルセデス・ベンツ
G 580 with EQ Technology Edition 1 (左ハンドル) (7),2013〜2400万円,2635.0,−,5,4WD,2AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=66248/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G 580 with EQ Technology Edition 1 (左ハンドル),メルセデス・ベンツ
G450 d (6),2020〜2450万円,1844.0,2988cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=66498/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G450 d,メルセデス・ベンツ
G450 d (左ハンドル) (4),1905〜2229万円,1844.0,2988cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=66499/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G450 d (左ハンドル),メルセデス・ベンツ
G450 d Launch Edition (44),1884〜2253万円,2110.0,2988cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=42188/UCGrade=65706/,"Gクラス 2018年モデル
                                        (598)",Gクラス,2018年モデル,G450 d Launch Edition,メルセデス・ベンツ
G320 long (7),422〜950万円,966.0,−,−,4WD,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=21083/,"Gクラス 2000年以前のモデル
                                        (362)",,,G320 long,メルセデス・ベンツ
G350 BlueTEC (54),398〜1500万円,1018.0,2986cc,5,4WD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=27978/,"Gクラス 2000年以前のモデル
                                        (362)",,,G350 BlueTEC,メルセデス・ベンツ
G350 BlueTEC 35th Anniversary Edition (4),534〜728万円,1050.0,2986cc,5,4WD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=30488/,"Gクラス 2000年以前のモデル
                                        (362)",,,G350 BlueTEC 35th Anniversary Edition,メルセデス・ベンツ
G350 d (136),523〜1766万円,1102.0,2986cc,5,4WD,7AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=33784/,"Gクラス 2000年以前のモデル
                                        (362)",,,G350 d,メルセデス・ベンツ
G500 long (10),333〜538万円,1134.0,−,−,4WD,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=21084/,"Gクラス 2000年以前のモデル
                                        (362)",,,G500 long,メルセデス・ベンツ
G350 BlueTEC Edition ZEBRA (8),670〜985万円,1180.0,2986cc,5,4WD,7AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=33448/,"Gクラス 2000年以前のモデル
                                        (362)",,,G350 BlueTEC Edition ZEBRA,メルセデス・ベンツ
G350 d Heritage Edition (11),810〜1482万円,1190.0,2986cc,5,4WD,7AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=45351/,"Gクラス 2000年以前のモデル
                                        (362)",,,G350 d Heritage Edition,メルセデス・ベンツ
G350 d designo manufaktur Edition (8),773〜1000万円,1269.0,2986cc,5,4WD,7AT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=44016/,"Gクラス 2000年以前のモデル
                                        (362)",,,G350 d designo manufaktur Edition,メルセデス・ベンツ
G550 ロング (左ハンドル) 4WD (4),428〜550万円,1327.0,5461cc,5,4WD,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=21091/,"Gクラス 2000年以前のモデル
                                        (362)",,,G550 ロング (左ハンドル) 4WD,メルセデス・ベンツ
G550 long (3),670〜780万円,1340.0,5461cc,5,4WD,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=23258/,"Gクラス 2000年以前のモデル
                                        (362)",,,G550 long,メルセデス・ベンツ
G550 Night Edition (1),968.4万円,1390.0,5461cc,5,4WD,7AT,6km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=27074/,"Gクラス 2000年以前のモデル
                                        (362)",,,G550 Night Edition,メルセデス・ベンツ
G550 long EDITION SELECT (3),680〜733万円,1410.0,5461cc,5,4WD,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=21093/,"Gクラス 2000年以前のモデル
                                        (362)",,,G550 long EDITION SELECT,メルセデス・ベンツ
G550 (21),548〜1045万円,1530.0,3982cc,5,4WD,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=25737/,"Gクラス 2000年以前のモデル
                                        (362)",,,G550,メルセデス・ベンツ
G320 ロング (左ハンドル) (1),422.4万円,991.0,3199cc,5,4WD,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=21089/,"Gクラス 2000年以前のモデル
                                        (362)",,,G320 ロング (左ハンドル),メルセデス・ベンツ
G500 ロング (左ハンドル) (9),348〜610万円,1169.0,4965cc,5,4WD,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=30955/Generation=40943/UCGrade=21090/,"Gクラス 2000年以前のモデル
                                        (362)",,,G500 ロング (左ハンドル),メルセデス・ベンツ
GLC 220 d 4MATIC Core (1),787.7万円,827.0,1992cc,5,4WD,9AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=42571/UCGrade=67027/,"GLCクラス 2023年モデル
                                        (185)",GLCクラス,2023年モデル,GLC 220 d 4MATIC Core,メルセデス・ベンツ
GLC 220 d 4MATIC (122),564〜1078万円,885.0,1992cc,5,4WD,9AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=42571/UCGrade=61895/,"GLCクラス 2023年モデル
                                        (185)",GLCクラス,2023年モデル,GLC 220 d 4MATIC,メルセデス・ベンツ
GLC 220 d 4MATIC Edition Black Stars (1),980.0万円,1133.0,1992cc,5,4WD,9AT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=42571/UCGrade=66086/,"GLCクラス 2023年モデル
                                        (185)",GLCクラス,2023年モデル,GLC 220 d 4MATIC Edition Black Stars,メルセデス・ベンツ
GLC 350 e 4MATIC Sports Edition Star (21),707〜899万円,1033.0,1997cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=42571/UCGrade=64137/,"GLCクラス 2023年モデル
                                        (185)",GLCクラス,2023年モデル,GLC 350 e 4MATIC Sports Edition Star,メルセデス・ベンツ
GLC200 (2),200〜301万円,621.0,1991cc,5,FR,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=36689/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC200,メルセデス・ベンツ
GLC250 4MATIC (5),199〜250万円,628.0,1991cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=34243/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC250 4MATIC,メルセデス・ベンツ
GLC200 Sports (18),203〜298万円,662.0,1991cc,5,FR,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=36690/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC200 Sports,メルセデス・ベンツ
GLC220 d 4MATIC Sports (51),209〜628万円,710.0,2142cc,5,4WD,9AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=36692/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC220 d 4MATIC Sports,メルセデス・ベンツ
GLC220 d 4MATIC Laureus Edition (3),347〜448万円,717.0,2142cc,5,4WD,9AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=48835/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC220 d 4MATIC Laureus Edition,メルセデス・ベンツ
GLC250 4MATIC Sports (35),168〜348万円,729.0,1991cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=34244/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC250 4MATIC Sports,メルセデス・ベンツ
GLC220 d 4MATIC Sports Line Edition (10),399〜499万円,741.0,1949cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=55532/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC220 d 4MATIC Sports Line Edition,メルセデス・ベンツ
GLC220 d 4MATIC (71),189〜827万円,768.0,1949cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=36691/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC220 d 4MATIC,メルセデス・ベンツ
GLC220 d 4MATIC Sports (本革仕様) (18),184〜373万円,773.0,2142cc,5,4WD,9AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=36693/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC220 d 4MATIC Sports (本革仕様),メルセデス・ベンツ
GLC220 d 4MATIC Night Edition (6),415〜517万円,794.0,1949cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=52509/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC220 d 4MATIC Night Edition,メルセデス・ベンツ
GLC250 4MATIC Edition 1 (1),272.9万円,796.0,1991cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=34246/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC250 4MATIC Edition 1,メルセデス・ベンツ
GLC250 4MATIC Sports (本革仕様) (28),208〜378万円,799.0,1991cc,5,4WD,9AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=34245/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC250 4MATIC Sports (本革仕様),メルセデス・ベンツ
GLC300 4MATIC (6),399〜762万円,863.0,1991cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33204/Generation=41965/UCGrade=49831/,"GLCクラス 2016年モデル
                                        (277)",GLCクラス,2016年モデル,GLC300 4MATIC,メルセデス・ベンツ
GLC 220 d 4MATIC Coupe Core (1),832.0万円,875.0,1992cc,5,4WD,9AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42629/UCGrade=67028/,"GLCクラスクーペ 2023年モデル
                                        (41)",GLCクラスクーペ,2023年モデル,GLC 220 d 4MATIC Coupe Core,メルセデス・ベンツ
GLC 220 d 4MATIC Coupe (39),749〜1018万円,925.0,1992cc,5,4WD,9AT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42629/UCGrade=64138/,"GLCクラスクーペ 2023年モデル
                                        (41)",GLCクラスクーペ,2023年モデル,GLC 220 d 4MATIC Coupe,メルセデス・ベンツ
GLC 220 d 4MATIC Coupe Edition Black Stars (1),1048万円,1182.0,1992cc,5,4WD,9AT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42629/UCGrade=66087/,"GLCクラスクーペ 2023年モデル
                                        (41)",GLCクラスクーペ,2023年モデル,GLC 220 d 4MATIC Coupe Edition Black Stars,メルセデス・ベンツ
GLC200 Coupe Sports (9),286〜375万円,693.0,1991cc,5,FR,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=36699/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC200 Coupe Sports,メルセデス・ベンツ
GLC220 d 4MATIC Coupe Sports (19),198〜458万円,741.0,2142cc,5,4WD,9AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=36700/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC220 d 4MATIC Coupe Sports,メルセデス・ベンツ
GLC220 d 4MATIC Coupe Sports Line Edition (4),504〜598万円,769.0,1949cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=55531/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC220 d 4MATIC Coupe Sports Line Edition,メルセデス・ベンツ
GLC220 d 4MATIC Coupe Sports (本革仕様) (11),269〜425万円,805.0,2142cc,5,4WD,9AT,16km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=36701/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC220 d 4MATIC Coupe Sports (本革仕様),メルセデス・ベンツ
GLC220 d 4MATIC Coupe Night Edition (1),561.0万円,826.0,1949cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=52508/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC220 d 4MATIC Coupe Night Edition,メルセデス・ベンツ
GLC250 4MATIC Coupe Sports (本革仕様) (4),368〜433万円,829.0,1991cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=36702/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC250 4MATIC Coupe Sports (本革仕様),メルセデス・ベンツ
GLC220 d 4MATIC Coupe (53),351〜621万円,847.0,1949cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=49830/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC220 d 4MATIC Coupe,メルセデス・ベンツ
GLC300 4MATIC Coupe (8),479〜609万円,854.0,1991cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33270/Generation=42070/UCGrade=49832/,"GLCクラスクーペ 2017年モデル
                                        (117)",GLCクラスクーペ,2017年モデル,GLC300 4MATIC Coupe,メルセデス・ベンツ
GLE400 d 4MATIC Sports (57),530〜889万円,1310.0,2924cc,7,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=42262/UCGrade=49042/,"GLEクラス 2019年モデル
                                        (147)",GLEクラス,2019年モデル,GLE400 d 4MATIC Sports,メルセデス・ベンツ
GLE300 d 4MATIC (14),479〜1115万円,1147.0,1992cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=42262/UCGrade=49041/,"GLEクラス 2019年モデル
                                        (147)",GLEクラス,2019年モデル,GLE300 d 4MATIC,メルセデス・ベンツ
GLE450 4MATIC Sports (8),578〜772万円,1234.0,2996cc,7,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=42262/UCGrade=49043/,"GLEクラス 2019年モデル
                                        (147)",GLEクラス,2019年モデル,GLE450 4MATIC Sports,メルセデス・ベンツ
GLE 450 d 4MATIC Sports (62),913〜1385万円,1526.0,2988cc,7,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=42262/UCGrade=63907/,"GLEクラス 2019年モデル
                                        (147)",GLEクラス,2019年モデル,GLE 450 d 4MATIC Sports,メルセデス・ベンツ
GLE350 d 4MATIC (2),338〜485万円,896.0,2986cc,5,4WD,9AT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=41938/UCGrade=33470/,"GLEクラス 2015年モデル
                                        (42)",GLEクラス,2015年モデル,GLE350 d 4MATIC,メルセデス・ベンツ
GLE350 d 4MATIC 本革仕様 (2),259〜275万円,958.0,2986cc,5,4WD,9AT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=41938/UCGrade=33471/,"GLEクラス 2015年モデル
                                        (42)",GLEクラス,2015年モデル,GLE350 d 4MATIC 本革仕様,メルセデス・ベンツ
GLE350 d 4MATIC Sports (32),250〜454万円,995.0,2986cc,5,4WD,9AT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33189/Generation=41938/UCGrade=33472/,"GLEクラス 2015年モデル
                                        (42)",GLEクラス,2015年モデル,GLE350 d 4MATIC Sports,メルセデス・ベンツ
GLE 400 d 4MATIC Coupe Sports (34),630〜1100万円,1340.0,2924cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33218/Generation=42358/UCGrade=52159/,"GLEクラスクーペ 2020年モデル
                                        (75)",GLEクラスクーペ,2020年モデル,GLE 400 d 4MATIC Coupe Sports,メルセデス・ベンツ
GLE 450 d 4MATIC Coupe Sports (39),941〜1358万円,1541.0,2988cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33218/Generation=42358/UCGrade=63906/,"GLEクラスクーペ 2020年モデル
                                        (75)",GLEクラスクーペ,2020年モデル,GLE 450 d 4MATIC Coupe Sports,メルセデス・ベンツ
GLE 450 d 4MATIC Coupe Sports Edition Black Stars (ISG) (1),1375万円,1565.0,2988cc,5,4WD,9AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33218/Generation=42358/UCGrade=66385/,"GLEクラスクーペ 2020年モデル
                                        (75)",GLEクラスクーペ,2020年モデル,GLE 450 d 4MATIC Coupe Sports Edition Black Stars (ISG),メルセデス・ベンツ
GLE350 d 4MATIC Coupe Sports (20),350〜540万円,1030.0,2986cc,5,4WD,9AT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=23/Model=33218/Generation=41988/UCGrade=34747/,"GLEクラスクーペ 2016年モデル
                                        (21)",GLEクラスクーペ,2016年モデル,GLE350 d 4MATIC Coupe Sports,メルセデス・ベンツ
GLS 600 4MATIC (2),2075〜2776万円,3220.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33438/Generation=42449/UCGrade=65369/,"マイバッハ GLS 2021年モデル
                                        (46)",マイバッハ GLS,2021年モデル,GLS 600 4MATIC,メルセデス・マイバッハ
GLS 600 4MATIC (左ハンドル) (26),1689〜2960万円,3220.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33438/Generation=42449/UCGrade=55984/,"マイバッハ GLS 2021年モデル
                                        (46)",マイバッハ GLS,2021年モデル,GLS 600 4MATIC (左ハンドル),メルセデス・マイバッハ
GLS 600 4MATIC Edition 100 (3),2569〜2715万円,3570.0,3982cc,4,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33438/Generation=42449/UCGrade=60147/,"マイバッハ GLS 2021年モデル
                                        (46)",マイバッハ GLS,2021年モデル,GLS 600 4MATIC Edition 100,メルセデス・マイバッハ
S 680 4MATIC (2),1990〜3298万円,3665.0,5980cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=42450/UCGrade=55987/,"マイバッハSクラス 2021年モデル
                                        (15)",マイバッハSクラス,2021年モデル,S 680 4MATIC,メルセデス・マイバッハ
S 580 4MATIC (7),1689〜2548万円,3252.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=42450/UCGrade=55985/,"マイバッハSクラス 2021年モデル
                                        (15)",マイバッハSクラス,2021年モデル,S 580 4MATIC,メルセデス・マイバッハ
S 580 4MATIC (左ハンドル) (1),2520万円,3252.0,3982cc,5,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=42450/UCGrade=55986/,"マイバッハSクラス 2021年モデル
                                        (15)",マイバッハSクラス,2021年モデル,S 580 4MATIC (左ハンドル),メルセデス・マイバッハ
S 580 Night Edition (2),3475万円,4400.0,3982cc,4,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=42450/UCGrade=65419/,"マイバッハSクラス 2021年モデル
                                        (15)",マイバッハSクラス,2021年モデル,S 580 Night Edition,メルセデス・マイバッハ
Limited Edition Maybach by Virgil Abloh (2),3360万円,5600.0,5980cc,4,4WD,9AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=42450/UCGrade=61566/,"マイバッハSクラス 2021年モデル
                                        (15)",マイバッハSクラス,2021年モデル,Limited Edition Maybach by Virgil Abloh,メルセデス・マイバッハ
S550 (3),490〜700万円,2222.0,4663cc,5,FR,9AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=41876/UCGrade=31881/,"マイバッハSクラス 2015年モデル
                                        (25)",マイバッハSクラス,2015年モデル,S550,メルセデス・マイバッハ
S550 4MATIC (1),応談,2222.0,4663cc,5,4WD,9AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=41876/UCGrade=33314/,"マイバッハSクラス 2015年モデル
                                        (25)",マイバッハSクラス,2015年モデル,S550 4MATIC,メルセデス・マイバッハ
S560 (5),599〜976万円,2398.0,3982cc,5,FR,9AT,9km/L,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=41876/UCGrade=10221/,"マイバッハSクラス 2015年モデル
                                        (25)",マイバッハSクラス,2015年モデル,S560,メルセデス・マイバッハ
S560 4MATIC (8),895〜1526万円,2398.0,3982cc,5,4WD,9AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=41876/UCGrade=10223/,"マイバッハSクラス 2015年モデル
                                        (25)",マイバッハSクラス,2015年モデル,S560 4MATIC,メルセデス・マイバッハ
S650 (1),1380万円,2930.0,5980cc,5,FR,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=69/Model=33152/Generation=41876/UCGrade=10225/,"マイバッハSクラス 2015年モデル
                                        (25)",マイバッハSクラス,2015年モデル,S650,メルセデス・マイバッハ
