グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
ベースグレード (11),388〜658万円,682.0,2706cc,2,MR,7DCT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26538/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,ベースグレード,ポルシェ
ベースグレード (左ハンドル) (4),408〜538万円,682.0,2706cc,2,MR,7DCT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26539/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,ベースグレード (左ハンドル),ポルシェ
S (MT) (2),581〜757万円,795.0,3436cc,2,MR,6MT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26540/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,S (MT),ポルシェ
S (MT) (左ハンドル) (3),646〜732万円,795.0,3436cc,2,MR,6MT,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26541/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,S (MT) (左ハンドル),ポルシェ
S (6),480〜610万円,848.0,3436cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26542/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,S,ポルシェ
S (左ハンドル) (2),614〜659万円,848.0,3436cc,2,MR,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=26543/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,S (左ハンドル),ポルシェ
GTS (MT) (左ハンドル) (2),812〜988万円,915.0,3436cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=29343/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,GTS (MT) (左ハンドル),ポルシェ
GTS (4),848〜1149万円,978.0,3436cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=29344/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,GTS,ポルシェ
GTS (左ハンドル) (2),935〜986万円,978.0,3436cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=29345/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,GTS (左ハンドル),ポルシェ
GT4 (4),977〜1198万円,1064.0,3799cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=31061/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,GT4,ポルシェ
GT4 (左ハンドル) (5),1038〜1280万円,1064.0,3799cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=41626/UCGrade=31062/,"718ケイマン 2012年モデル
                                        (59)",718ケイマン,2012年モデル,GT4 (左ハンドル),ポルシェ
ベースグレード (MT) (4),468〜499万円,604.0,2892cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=18298/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,ベースグレード (MT),ポルシェ
ベースグレード (MT) (左ハンドル) (6),259〜419万円,604.0,2892cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=22697/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,ベースグレード (MT) (左ハンドル),ポルシェ
ベースグレード (26),158〜454万円,651.0,2892cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=18299/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,ベースグレード,ポルシェ
ベースグレード (左ハンドル) (13),227〜460万円,651.0,2892cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=22698/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,ベースグレード (左ハンドル),ポルシェ
S (MT) (3),370〜428万円,754.0,3436cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=18300/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,S (MT),ポルシェ
S (MT) (左ハンドル) (10),350〜596万円,754.0,3436cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=18296/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,S (MT) (左ハンドル),ポルシェ
S (10),240〜452万円,801.0,3436cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=18297/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,S,ポルシェ
S (左ハンドル) (3),198〜460万円,801.0,3436cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=22696/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,S (左ハンドル),ポルシェ
S ポルシェデザインエディション1 (左ハンドル) (1),419.0万円,953.0,3387cc,2,MR,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=22700/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,S ポルシェデザインエディション1 (左ハンドル),ポルシェ
R (1),応談,1027.0,3436cc,2,MR,−,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=30980/Generation=40745/UCGrade=18306/,"718ケイマン 2005年モデル
                                        (91)",718ケイマン,2005年モデル,R,ポルシェ
ベースグレード (13),1290〜1618万円,1377.0,3995cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33368/Generation=42281/UCGrade=49348/,"718ケイマンGT4 2019年モデル
                                        (20)",718ケイマンGT4,2019年モデル,ベースグレード,ポルシェ
ベースグレード PDK (6),2281〜3013万円,1425.0,3995cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33368/Generation=42281/UCGrade=59981/,"718ケイマンGT4 2019年モデル
                                        (20)",718ケイマンGT4,2019年モデル,ベースグレード PDK,ポルシェ
RS (左ハンドル) (1),2714万円,2065.0,3996cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33368/Generation=42281/UCGrade=57301/,"718ケイマンGT4 2019年モデル
                                        (20)",718ケイマンGT4,2019年モデル,RS (左ハンドル),ポルシェ
ベースグレード (22),1238〜1664万円,1356.0,3995cc,2,MR,6MT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33367/Generation=42280/UCGrade=49347/,"718スパイダー 2019年モデル
                                        (61)",718スパイダー,2019年モデル,ベースグレード,ポルシェ
ベースグレード PDK (1),2179万円,1404.0,3995cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33367/Generation=42280/UCGrade=59985/,"718スパイダー 2019年モデル
                                        (61)",718スパイダー,2019年モデル,ベースグレード PDK,ポルシェ
RS (4),2287〜2952万円,2065.0,3996cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33367/Generation=42280/UCGrade=62628/,"718スパイダー 2019年モデル
                                        (61)",718スパイダー,2019年モデル,RS,ポルシェ
RS (左ハンドル) (4),2569〜3040万円,2065.0,3996cc,2,MR,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=33367/Generation=42280/UCGrade=62629/,"718スパイダー 2019年モデル
                                        (61)",718スパイダー,2019年モデル,RS (左ハンドル),ポルシェ
ベースグレード (7),2571〜3151万円,2832.0,3745cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=42345/UCGrade=52307/,"911ターボ 2020年モデル
                                        (32)",911ターボ,2020年モデル,ベースグレード,ポルシェ
S (25),2358〜3649万円,3635.0,3591cc,2,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=42345/UCGrade=51353/,"911ターボ 2020年モデル
                                        (32)",911ターボ,2020年モデル,S,ポルシェ
ベースグレード (4),1517〜1794万円,2308.0,3799cc,4,−,7DCT,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=41679/UCGrade=27192/,"911ターボ 2013年モデル
                                        (15)",911ターボ,2013年モデル,ベースグレード,ポルシェ
ベースグレード (左ハンドル) (1),1270万円,2308.0,3799cc,4,4WD,−,11km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=41679/UCGrade=27193/,"911ターボ 2013年モデル
                                        (15)",911ターボ,2013年モデル,ベースグレード (左ハンドル),ポルシェ
S (6),1416〜1757万円,2678.0,3799cc,4,4WD,−,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=41679/UCGrade=27194/,"911ターボ 2013年モデル
                                        (15)",911ターボ,2013年モデル,S,ポルシェ
S (左ハンドル) (3),1316〜1904万円,2678.0,3799cc,4,4WD,−,10km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=41679/UCGrade=27195/,"911ターボ 2013年モデル
                                        (15)",911ターボ,2013年モデル,S (左ハンドル),ポルシェ
S エクスクルーシブ シリーズ (1),3610万円,3334.0,3800cc,4,4WD,−,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=41679/UCGrade=42327/,"911ターボ 2013年モデル
                                        (15)",911ターボ,2013年モデル,S エクスクルーシブ シリーズ,ポルシェ
ターボ 4WD (6),798〜1876万円,2090.0,3799cc,4,4WD,7DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=40425/UCGrade=16456/,"911ターボ 2006年モデル
                                        (11)",911ターボ,2006年モデル,ターボ 4WD,ポルシェ
ターボ S 4WD (5),1593〜2038万円,2365.0,3799cc,−,4WD,7AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=40425/UCGrade=16466/,"911ターボ 2006年モデル
                                        (11)",911ターボ,2006年モデル,ターボ S 4WD,ポルシェ
ターボ 4WD (左ハンドル) (2),660.0万円,1830.0,3600cc,4,4WD,5AT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31740/Generation=40424/UCGrade=16448/,"911ターボ 1998年モデル
                                        (2)",911ターボ,1998年モデル,ターボ 4WD (左ハンドル),ポルシェ
4 (8),2053〜2220万円,1951.0,2981cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=52003/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4,ポルシェ
4 (左ハンドル) (3),2278〜2594万円,1951.0,2981cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=52004/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4 (左ハンドル),ポルシェ
4S ヘリテージデザインエディション (2),3876〜3910万円,2616.0,2981cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=52115/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4S ヘリテージデザインエディション,ポルシェ
4S (3),2203〜2697万円,2633.0,2981cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=52005/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4S,ポルシェ
4S (左ハンドル) (1),2927万円,2633.0,2981cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=52006/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4S (左ハンドル),ポルシェ
4 GTS (11),2180〜3240万円,2747.0,3591cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=59600/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4 GTS,ポルシェ
4 GTS (左ハンドル) (3),2940〜3015万円,2747.0,3591cc,4,4WD,8DCT,−,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=42354/UCGrade=59601/,"911タルガ 2020年モデル
                                        (31)",911タルガ,2020年モデル,4 GTS (左ハンドル),ポルシェ
4 (1),応談,1639.0,2981cc,4,4WD,−,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=41783/UCGrade=28779/,"911タルガ 2014年モデル
                                        (5)",911タルガ,2014年モデル,4,ポルシェ
4S (1),1847万円,1948.0,2981cc,4,4WD,−,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=41783/UCGrade=28781/,"911タルガ 2014年モデル
                                        (5)",911タルガ,2014年モデル,4S,ポルシェ
4GTS (2),1912〜2220万円,2193.0,2981cc,4,4WD,−,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=41783/UCGrade=31530/,"911タルガ 2014年モデル
                                        (5)",911タルガ,2014年モデル,4GTS,ポルシェ
4GTS (左ハンドル) (1),1820万円,2193.0,2981cc,4,4WD,−,12km/L,https://kakaku.com/kuruma/used/spec/Maker=24/Model=31741/Generation=41783/UCGrade=31531/,"911タルガ 2014年モデル
                                        (5)",911タルガ,2014年モデル,4GTS (左ハンドル),ポルシェ
